Quarter,Year,Country,Delta_Interest_EU,Delta_Interest_JPY,Delta_Interest_US,ECB,Exchange_rate,FFR,FX_long,FX_short,Fin_depth,Fin_dev,GDP Growth,GDP per cap,Interest rate,JPY,Pol_Risk,Ratings FC,Ratings LC,VIX,WUI,market_volume_bonds,market_volume_loans,Amount,LCY,Currency,Domestic,Corporate,Industry,Bond,Tenor,Tenor_bracket,FCY
4,2018,Malaysia,8.25,8.2,6.3100000000000005,0.25,18.9991,2.19,0.0271013846945084,0.0328391522627785,33.6152178137641,0.340932697057724,2.0,9970.967,8.5,0.3,-0.673981011,14.0,14.0,16.44,21724.66,2.3285,2.5403,0.0083,0,BRL,1,1,Utilities,1,17.0,>10 yrs,0
2,2020,India,4.0,3.95,4.2,0.25,74.5482,0.05,0.0137645933858926,0.0152200632524951,54.5052902460469,0.594535946846008,-5.8,1915.552,4.25,0.3,-0.841136158,11.0,11.0,28.23,24050.38,10.392,17.125200000000003,0.12,1,MYR,1,1,Energy,0,9.404124616059676,>10 yrs,1
4,2017,Malaysia,6.0,5.95,5.1,0.25,64.4775,1.15,0.0158604266088655,0.009828719224284,48.794021399068,0.467568516731262,6.8,1957.97,6.25,0.3,-0.774099052,12.0,12.0,11.43,23726.95,3.8595,13.271599999999998,1.2,1,INR,1,1,Industrials,0,14.0,>10 yrs,0
1,2022,South Africa,4.0,3.95,4.17,0.25,74.4075,0.08,0.0140129193136952,0.0121306076660386,50.1421581396974,0.582220196723938,7.0,2366.31,4.25,0.3,-0.568608165,11.0,11.0,33.32,22033.8,18.8116,24.5896,0.0374,1,THB,1,1,Energy,1,5.0,>10 yrs,0
1,2018,South Africa,6.0,5.95,4.84,0.25,63.6452,1.41,0.0151803449890179,0.0088642506846292,50.3381627463174,0.493920981884003,6.5,1974.378,6.25,0.3,-0.997705162,12.0,12.0,22.47,19051.03,5.6578,13.429799999999998,0.005,1,USD,1,1,Utilities,1,15.0,>10 yrs,0
4,2018,South Africa,6.5,6.45,4.5600000000000005,0.25,72.2779,2.19,0.0127226012405551,0.0130121946849532,50.3381627463174,0.493920981884003,6.5,1974.378,6.75,0.3,-0.997705162,12.0,12.0,16.44,21724.66,6.607200000000001,15.3387,0.0166,1,USD,1,1,Utilities,1,2.0,>10 yrs,1
1,2019,Malaysia,6.25,6.2,4.1,0.25,70.71,2.4,0.0124985681855672,0.0159208422383861,50.7424617406323,0.48083883523941,3.9,2050.163,6.5,0.3,-0.796840608,12.0,12.0,13.57,29707.97,7.3072,15.683599999999998,0.0772,1,USD,1,1,Energy,1,8.0,5-10 yrs,0
2,2021,Malaysia,4.06,4.01,4.239999999999999,0.25,20.75,0.07,0.0367337506659681,0.0329931056367761,35.1504975428107,0.32231593132019,5.7,10180.182,4.31,0.3,-0.688360929,13.0,13.0,17.9,22550.07,5.812499999999999,7.418299999999999,0.0898,1,MYR,1,1,Consumer staples,0,10.0,0-5 yrs,0
4,2022,Thailand,4.75,7.2,4.42,2.75,18.31378182,3.08,0.0552087323951688,0.0668761309416212,54.5000735596235,0.563018500804901,5.5,10621.965,7.5,0.3,-1.039865017,5.0,5.0,19.84,26940.26,5.9756,26.032,0.35,1,INR,1,1,Utilities,0,15.0,0-5 yrs,0
3,2019,Brazil,5.79,5.74,3.64,0.25,14141.0,2.4,0.0213081341091131,0.022602309008324,38.3726939516609,0.287074387073517,5.0,4192.768,6.04,0.3,-0.502156675,12.0,12.0,19.66,25417.49,3.5515,5.766099999999999,0.116,0,ZAR,1,1,Utilities,0,10.0,>10 yrs,0
1,2020,South Africa,8.0,7.95,6.7,0.25,5.92583913,1.55,0.0434197256939288,0.027633812671541,75.1543951090044,0.582376480102539,1.9,8612.903,8.25,0.3,-1.143863201,6.0,6.0,33.42,27165.67,0.65,5.906899999999999,0.1335,0,USD,1,1,Utilities,1,3.0,>10 yrs,1
3,2020,Malaysia,0.25,0.2,0.41,0.25,31.1423,0.09,0.0133047052541974,0.015922714128906,160.110920105828,0.735169529914856,-6.1,7169.943,0.5,0.3,-0.578276575,13.0,13.0,26.12,33481.0,1.0868,2.3491,0.0813,1,THB,1,1,Utilities,0,3.0,>10 yrs,0
1,2020,Brazil,4.96,4.91,3.66,0.25,71.279,1.55,0.0128576418327538,0.0131699257070625,54.5052902460469,0.594535946846008,-5.8,1915.552,5.21,0.3,-0.841136158,11.0,11.0,33.42,27165.67,10.0295,16.728600000000004,0.0323,1,USD,1,1,Utilities,0,6.0,>10 yrs,1
4,2020,Malaysia,4.0,3.95,4.16,0.25,73.5233,0.09,0.0138028988807802,0.0146334994499385,54.5052902460469,0.594535946846008,-5.8,1915.552,4.25,0.3,-0.841136158,11.0,11.0,20.77,24511.59,11.442,18.9566,0.0415,0,EUR,1,1,Energy,0,16.0,5-10 yrs,0
1,2017,Malaysia,6.5,6.45,6.1,0.25,68.0474,0.65,0.0180534358876743,0.0087587520562151,48.794021399068,0.467568516731262,6.8,1957.97,6.75,0.3,-0.774099052,12.0,12.0,12.54,32886.18,2.5757000000000003,9.718,0.0424,1,BRL,1,1,Energy,0,7.0,5-10 yrs,1
2,2019,India,6.25,6.2,4.08,0.25,3.8407,2.42,0.0377952519287063,0.0394960820705422,62.7905050746971,0.643020868301392,1.2,9364.237,6.5,0.3,-0.714393616,9.0,9.0,18.86,23832.26,6.257900000000001,18.3731,0.1504,1,THB,1,1,Energy,0,7.0,0-5 yrs,0
4,2010,India,3.2,4.65,4.76,1.75,12.7977,0.19,0.0309997543993154,0.0175724155470442,22.3237750257634,0.353500694036484,5.0,9632.818,4.95,0.3,-0.726463437,13.0,13.0,21.36,14742.34,0.0,0.1447999999999999,0.3652,1,MYR,1,1,Energy,0,3.0,>10 yrs,0
4,2021,Mexico,0.25,0.2,0.42,0.25,33.1,0.08,0.014141070577843,0.0162990655902571,164.075002469495,0.723730862140656,1.5,7237.318,0.5,0.3,-0.568726182,13.0,13.0,31.12,23117.64,3.2394,3.0879,0.0668,1,MYR,1,1,Industrials,0,5.0,5-10 yrs,0
3,2022,Malaysia,-0.625,0.575,-0.8049999999999999,1.5,34.9248,1.68,0.0147591645180106,0.0148946809124385,156.313811335128,0.723730862140656,2.5,7072.755,0.875,0.3,-0.383099318,13.0,13.0,25.56,20214.25,5.440700000000001,3.1556,0.0043,0,BRL,1,1,Utilities,1,12.0,5-10 yrs,1
2,2019,India,5.75,5.7,3.58,0.25,69.4895,2.42,0.0126435537441671,0.0182045304001904,50.7424617406323,0.48083883523941,3.9,2050.163,6.0,0.3,-0.796840608,12.0,12.0,18.86,23832.26,7.307200000000001,15.914300000000004,0.0943,1,INR,1,1,Energy,0,20.0,>10 yrs,0
3,2016,India,6.75,6.7,6.61,0.25,67.2655,0.39,0.0203071931027375,0.0130524902276699,49.1012254191341,0.434415280818939,8.3,1714.28,7.0,0.3,-0.960426509,11.0,11.0,13.48,33863.66,1.1697,9.4775,0.1043,1,MYR,1,1,Utilities,1,4.0,0-5 yrs,0
1,2020,Brazil,4.96,4.91,3.66,0.25,71.279,1.55,0.0128576418327538,0.0131699257070625,54.5052902460469,0.594535946846008,-5.8,1915.552,5.21,0.3,-0.841136158,11.0,11.0,33.42,27165.67,10.0295,16.728600000000004,0.0075,1,MYR,1,1,Utilities,1,19.0,5-10 yrs,0
4,2021,Turkey,5.37,5.32,5.54,0.25,20.0461,0.08,0.0362194753415904,0.0183829213713993,35.1504975428107,0.32231593132019,5.7,10180.182,5.62,0.3,-0.688360929,13.0,13.0,31.12,23117.64,10.3631,8.4653,0.58,1,THB,1,1,Industrials,1,13.0,0-5 yrs,0
3,2019,India,1.25,1.2,-0.8999999999999999,0.25,31.101,2.4,0.0122874843861745,0.0143377645623883,143.369163383068,0.662868618965149,2.1,7812.886,1.5,0.3,-0.491420507,13.0,13.0,19.66,25417.49,0.2534,1.9241,0.0084,1,MYR,1,1,Utilities,1,14.0,5-10 yrs,0
2,2018,Malaysia,6.78428571428571,6.73428571428571,5.344285714285711,0.25,11.8422,1.69,0.0320568135542755,0.0359434652751077,118.380857963487,0.53179806470871,1.6,6991.709,7.03428571428571,0.3,-0.237621993,11.0,11.0,13.46,18437.45,0.3617,6.242099999999999,0.025,1,INR,1,1,Energy,0,12.0,>10 yrs,0
4,2022,India,8.07,10.52,7.74,2.75,20.0689,3.08,0.0335994533553141,0.0155898483378644,34.3332804057927,0.32231593132019,3.9,11259.75,10.82,0.3,-0.691959739,12.0,12.0,19.84,26940.26,19.7441,12.997600000000002,0.3973,1,INR,1,1,Utilities,0,10.0,0-5 yrs,0
1,2022,Thailand,4.0,3.95,4.17,0.25,74.4075,0.08,0.0140129193136952,0.0121306076660386,50.1421581396974,0.582220196723938,7.0,2366.31,4.25,0.3,-0.568608165,11.0,11.0,33.32,22033.8,18.8116,24.5896,0.0526,1,THB,1,1,Utilities,0,7.0,5-10 yrs,0
4,2020,Brazil,0.25,0.2,0.41,0.25,31.3724,0.09,0.012266037755908,0.015828082915464,160.110920105828,0.735169529914856,-6.1,7169.943,0.5,0.3,-0.578276575,13.0,13.0,20.77,24511.59,1.0868,2.3597,0.0671,1,BRL,1,1,Consumer discretionary,1,18.0,5-10 yrs,0
4,2017,India,6.0,5.95,5.1,0.25,64.4775,1.15,0.0158604266088655,0.009828719224284,48.794021399068,0.467568516731262,6.8,1957.97,6.25,0.3,-0.774099052,12.0,12.0,11.43,23726.95,3.8595,13.271599999999998,0.375,1,USD,1,1,Utilities,0,11.0,>10 yrs,1
1,2020,India,8.0,7.95,6.7,0.25,5.92583913,1.55,0.0434197256939288,0.027633812671541,75.1543951090044,0.582376480102539,1.9,8612.903,8.25,0.3,-1.143863201,6.0,6.0,33.42,27165.67,0.65,5.906899999999999,0.0464,0,INR,1,1,Utilities,0,9.0,5-10 yrs,1
2,2019,Malaysia,6.25,6.2,4.08,0.25,3.8407,2.42,0.0377952519287063,0.0394960820705422,62.7905050746971,0.643020868301392,1.2,9364.237,6.5,0.3,-0.714393616,9.0,9.0,18.86,23832.26,6.257900000000001,18.3731,0.0026,1,BRL,1,1,Utilities,0,8.0,>10 yrs,0
2,2020,Thailand,6.5,6.45,6.7,0.25,6.335754545,0.05,0.0430660698769127,0.0274450254351953,75.1543951090044,0.582376480102539,1.9,8612.903,6.75,0.3,-1.143863201,6.0,6.0,28.23,24050.38,0.7000000000000001,5.917599999999999,0.0245,0,BRL,1,1,Utilities,0,4.0,5-10 yrs,0
4,2020,India,4.0,3.95,4.16,0.25,73.5233,0.09,0.0138028988807802,0.0146334994499385,54.5052902460469,0.594535946846008,-5.8,1915.552,4.25,0.3,-0.841136158,11.0,11.0,20.77,24511.59,11.442,18.9566,0.0474,1,THB,1,1,Energy,1,6.0,>10 yrs,0
2,2019,Brazil,8.27,8.219999999999999,6.1,0.25,19.2442,2.42,0.0285350145174167,0.0352115537066187,35.5550616993441,0.32155567407608,-0.3,10259.746,8.52,0.3,-0.843628824,14.0,14.0,18.86,23832.26,2.7407,3.1956,0.1331,0,INR,1,1,Energy,1,14.0,>10 yrs,0
4,2020,Indonesia,0.25,0.2,0.41,0.25,31.3724,0.09,0.012266037755908,0.015828082915464,160.110920105828,0.735169529914856,-6.1,7169.943,0.5,0.3,-0.578276575,13.0,13.0,20.77,24511.59,1.0868,2.3597,0.0038,1,USD,1,1,Consumer discretionary,0,18.0,5-10 yrs,0
4,2017,Mexico,6.75,6.7,5.85,0.25,3.1325,1.15,0.0363083226512864,0.0260975635411376,59.4843092982775,0.57053142786026,1.3,10419.575,7.0,0.3,-0.480093956,9.0,9.0,11.43,23726.95,4.3329,17.3692,0.073,1,BRL,1,1,Energy,0,25.0,>10 yrs,0
2,2022,Malaysia,4.78,4.73,4.7,0.25,76.1896,0.33,0.013728839493415,0.0126514732048705,50.1421581396974,0.582220196723938,7.0,2366.31,5.03,0.3,-0.568608165,11.0,11.0,25.69,25434.66,19.8116,26.893400000000003,0.0053,1,INR,1,1,Utilities,1,14.0,5-10 yrs,0
4,2017,Thailand,6.0,5.95,5.1,0.25,64.4775,1.15,0.0158604266088655,0.009828719224284,48.794021399068,0.467568516731262,6.8,1957.97,6.25,0.3,-0.774099052,12.0,12.0,11.43,23726.95,3.8595,13.271599999999998,0.7435,1,IDR,1,1,Energy,0,16.0,>10 yrs,0
3,2020,Turkey,4.0,3.95,4.16,0.25,75.7077,0.09,0.0139099517940635,0.0158199289324172,54.5052902460469,0.594535946846008,-5.8,1915.552,4.25,0.3,-0.841136158,11.0,11.0,26.12,33481.0,11.442,17.954300000000003,0.0409,1,MYR,1,1,Utilities,0,10.0,>10 yrs,0
2,2018,Malaysia,6.2,6.15,4.76,0.25,65.0455,1.69,0.0151517987426778,0.0090375658364944,50.3381627463174,0.493920981884003,6.5,1974.378,6.45,0.3,-0.997705162,12.0,12.0,13.46,18437.45,6.5578,14.182099999999998,0.0198,0,USD,0,1,Consumer staples,1,19.0,5-10 yrs,1
3,2018,Brazil,22.25,22.2,20.59,0.25,4.63712381,1.91,0.0293269765587843,0.0330748609149038,67.501217103423,0.547903001308441,3.0,9514.047,22.5,0.3,-1.315165997,8.0,8.0,13.16,20484.34,0.6,5.1491,0.0007,0,MYR,1,1,Utilities,1,10.0,5-10 yrs,1
2,2018,India,6.78428571428571,6.73428571428571,5.344285714285711,0.25,11.8422,1.69,0.0320568135542755,0.0359434652751077,118.380857963487,0.53179806470871,1.6,6991.709,7.03428571428571,0.3,-0.237621993,11.0,11.0,13.46,18437.45,0.3617,6.242099999999999,0.1118,1,THB,1,1,Energy,0,25.0,>10 yrs,1
1,2022,India,4.0,3.95,4.17,0.25,74.4075,0.08,0.0140129193136952,0.0121306076660386,50.1421581396974,0.582220196723938,7.0,2366.31,4.25,0.3,-0.568608165,11.0,11.0,33.32,22033.8,18.8116,24.5896,0.0161,1,INR,1,1,Utilities,0,16.0,5-10 yrs,0
4,2020,India,3.8046,3.7546,3.9646,0.25,4.1478,0.09,0.0163007134730377,0.0145409112699123,133.816995520751,0.734110176563263,-5.5,10400.219,4.0546,0.3,0.124463096,14.0,14.0,20.77,24511.59,2.0879,1.2578,0.0038,1,USD,1,1,Consumer discretionary,0,15.0,>10 yrs,0
1,2020,India,8.0,7.95,6.7,0.25,5.92583913,1.55,0.0434197256939288,0.027633812671541,75.1543951090044,0.582376480102539,1.9,8612.903,8.25,0.3,-1.143863201,6.0,6.0,33.42,27165.67,0.65,5.906899999999999,0.0072,0,THB,1,1,Utilities,1,14.0,>10 yrs,0
3,2019,Brazil,1.25,1.2,-0.8999999999999999,0.25,31.101,2.4,0.0122874843861745,0.0143377645623883,143.369163383068,0.662868618965149,2.1,7812.886,1.5,0.3,-0.491420507,13.0,13.0,19.66,25417.49,0.2534,1.9241,0.1286,1,USD,1,1,Utilities,0,6.0,5-10 yrs,1
2,2018,India,6.78428571428571,6.73428571428571,5.344285714285711,0.25,11.8422,1.69,0.0320568135542755,0.0359434652751077,118.380857963487,0.53179806470871,1.6,6991.709,7.03428571428571,0.3,-0.237621993,11.0,11.0,13.46,18437.45,0.3617,6.242099999999999,0.0239,1,BRL,1,1,Energy,0,3.0,>10 yrs,1
3,2019,Thailand,5.25,5.2,3.1,0.25,3.8557,2.4,0.0376830258289023,0.0362981240983516,62.7905050746971,0.643020868301392,1.2,9364.237,5.5,0.3,-0.714393616,9.0,9.0,19.66,25417.49,7.123400000000001,18.3731,0.2903,1,MYR,1,1,Utilities,0,10.0,>10 yrs,1
2,2021,Turkey,0.25,0.2,0.43,0.25,30.7948,0.07,0.0129413787611465,0.0155516195017659,164.075002469495,0.723730862140656,1.5,7237.318,0.5,0.3,-0.568726182,13.0,13.0,17.9,22550.07,2.8849,2.8027,0.0209,1,USD,1,1,Consumer discretionary,1,11.0,0-5 yrs,0
2,2018,Turkey,3.7473,3.6973,2.3073,0.25,3.9013,1.69,0.0220223886776252,0.01031981832115,120.276311883907,0.614783644676208,4.8,11079.617,3.9973,0.3,0.247989401,14.0,14.0,13.46,18437.45,0.7551999999999998,0.1521,0.2047,1,THB,1,1,Energy,1,18.0,>10 yrs,1
3,2020,India,0.25,0.2,0.41,0.25,31.1423,0.09,0.0133047052541974,0.015922714128906,160.110920105828,0.735169529914856,-6.1,7169.943,0.5,0.3,-0.578276575,13.0,13.0,26.12,33481.0,1.0868,2.3491,0.0083,1,BRL,1,1,Energy,0,11.0,0-5 yrs,0
2,2022,South Africa,4.78,4.73,4.7,0.25,76.1896,0.33,0.013728839493415,0.0126514732048705,50.1421581396974,0.582220196723938,7.0,2366.31,5.03,0.3,-0.568608165,11.0,11.0,25.69,25434.66,19.8116,26.893400000000003,0.0527,1,BRL,1,1,Utilities,1,9.404124616059676,5-10 yrs,0
1,2018,India,6.0,5.95,4.84,0.25,63.6452,1.41,0.0151803449890179,0.0088642506846292,50.3381627463174,0.493920981884003,6.5,1974.378,6.25,0.3,-0.997705162,12.0,12.0,22.47,19051.03,5.6578,13.429799999999998,0.0025,1,IDR,1,1,Energy,0,5.0,>10 yrs,1
3,2016,Brazil,14.0,13.95,13.86,0.25,3.4234,0.39,0.0371340478113163,0.0498667042079779,62.1940069702965,0.550749242305756,-3.3,9117.558,14.25,0.3,-0.38103506,9.0,9.0,13.48,33863.66,1.5893,16.489600000000003,0.25,1,THB,1,1,Energy,0,5.0,0-5 yrs,0
1,2022,Thailand,0.25,0.2,0.42,0.25,33.2225,0.08,0.0141795491516296,0.0136603931401081,156.313811335128,0.723730862140656,2.5,7072.755,0.5,0.3,-0.383099318,13.0,13.0,33.32,22033.8,3.9126,3.0879,0.0158,1,INR,1,1,Consumer discretionary,0,3.0,0-5 yrs,1
4,2021,South Africa,3.9613,3.9113,4.1313,0.25,4.167,0.08,0.0131803825784038,0.0091590775595445,127.244689016232,0.727465748786926,3.3,11475.701,4.2113,0.3,0.058753986,14.0,14.0,31.12,23117.64,4.384599999999999,1.6055,0.0208,1,USD,1,1,Utilities,0,18.0,>10 yrs,0
2,2018,South Africa,3.7473,3.6973,2.3073,0.25,3.9013,1.69,0.0220223886776252,0.01031981832115,120.276311883907,0.614783644676208,4.8,11079.617,3.9973,0.3,0.247989401,14.0,14.0,13.46,18437.45,0.7551999999999998,0.1521,0.0084,1,MYR,1,1,Energy,0,9.404124616059676,5-10 yrs,1
4,2018,Mexico,8.25,8.2,6.3100000000000005,0.25,18.9991,2.19,0.0271013846945084,0.0328391522627785,33.6152178137641,0.340932697057724,2.0,9970.967,8.5,0.3,-0.673981011,14.0,14.0,16.44,21724.66,2.3285,2.5403,0.0192,1,ZAR,1,1,Utilities,1,5.0,0-5 yrs,0
1,2021,India,3.99,3.94,4.15,0.25,19.9412,0.09,0.0371576767390818,0.0591942828925865,35.1504975428107,0.32231593132019,5.7,10180.182,4.24,0.3,-0.688360929,13.0,13.0,23.35,17911.83,4.9223,5.3634,0.0638,0,BRL,1,1,Energy,1,3.0,5-10 yrs,0
4,2018,India,7.24388888888889,7.19388888888889,5.30388888888889,0.25,14.7504,2.19,0.0328033317497173,0.0430284789195004,118.380857963487,0.53179806470871,1.6,6991.709,7.49388888888889,0.3,-0.237621993,11.0,11.0,16.44,21724.66,0.4546,7.139599999999999,0.0502,0,ZAR,0,1,Utilities,1,8.0,5-10 yrs,0
3,2021,Thailand,0.25,0.2,0.4,0.25,31.4427,0.1,0.0131156736383775,0.0127504022557412,164.075002469495,0.723730862140656,1.5,7237.318,0.5,0.3,-0.568726182,13.0,13.0,16.11,23529.34,2.9839,2.8528999999999995,0.1389,1,BRL,1,1,Energy,1,10.0,0-5 yrs,1
4,2021,India,0.25,0.2,0.42,0.25,33.1,0.08,0.014141070577843,0.0162990655902571,164.075002469495,0.723730862140656,1.5,7237.318,0.5,0.3,-0.568726182,13.0,13.0,31.12,23117.64,3.2394,3.0879,0.235,1,MYR,1,1,Industrials,0,3.0,0-5 yrs,0
2,2018,Brazil,3.7473,3.6973,2.3073,0.25,3.9013,1.69,0.0220223886776252,0.01031981832115,120.276311883907,0.614783644676208,4.8,11079.617,3.9973,0.3,0.247989401,14.0,14.0,13.46,18437.45,0.7551999999999998,0.1521,0.0831,1,INR,1,1,Energy,1,11.0,5-10 yrs,1
2,2018,Brazil,6.25,6.2,4.8100000000000005,0.25,3.279,1.69,0.0360881275616986,0.0182849920814395,60.2183479373178,0.600381433963776,1.8,9629.603,6.5,0.3,-0.459640145,9.0,9.0,13.46,18437.45,5.3539,17.6728,0.5497,1,USD,1,1,Utilities,1,9.404124616059676,>10 yrs,1
4,2020,Brazil,4.0,3.95,4.16,0.25,73.5233,0.09,0.0138028988807802,0.0146334994499385,54.5052902460469,0.594535946846008,-5.8,1915.552,4.25,0.3,-0.841136158,11.0,11.0,20.77,24511.59,11.442,18.9566,0.0022,1,BRL,1,1,Industrials,0,15.0,0-5 yrs,1
4,2017,South Africa,6.75,6.7,5.85,0.25,3.1325,1.15,0.0363083226512864,0.0260975635411376,59.4843092982775,0.57053142786026,1.3,10419.575,7.0,0.3,-0.480093956,9.0,9.0,11.43,23726.95,4.3329,17.3692,0.0039,1,BRL,1,1,Utilities,0,12.0,>10 yrs,0
4,2020,Mexico,0.25,0.2,0.41,0.25,31.3724,0.09,0.012266037755908,0.015828082915464,160.110920105828,0.735169529914856,-6.1,7169.943,0.5,0.3,-0.578276575,13.0,13.0,20.77,24511.59,1.0868,2.3597,0.0106,1,MYR,1,1,Consumer discretionary,0,9.404124616059676,0-5 yrs,0
1,2020,Brazil,8.0,7.95,6.7,0.25,5.92583913,1.55,0.0434197256939288,0.027633812671541,75.1543951090044,0.582376480102539,1.9,8612.903,8.25,0.3,-1.143863201,6.0,6.0,33.42,27165.67,0.65,5.906899999999999,0.0277,0,MYR,1,1,Utilities,0,3.0,5-10 yrs,1
1,2021,Brazil,3.8589,3.8089,4.0189,0.25,4.0357,0.09,0.0161273708480052,0.0144441724160909,127.244689016232,0.727465748786926,3.3,11475.701,4.1089,0.3,0.058753986,14.0,14.0,23.35,17911.83,2.1486,1.3234,0.6062,1,MXN,1,1,Energy,1,1.0,5-10 yrs,0
2,2020,Brazil,6.5,6.45,6.7,0.25,6.335754545,0.05,0.0430660698769127,0.0274450254351953,75.1543951090044,0.582376480102539,1.9,8612.903,6.75,0.3,-1.143863201,6.0,6.0,28.23,24050.38,0.7000000000000001,5.917599999999999,0.048,0,MXN,1,1,Utilities,0,5.0,5-10 yrs,0
2,2018,Brazil,6.78428571428571,6.73428571428571,5.344285714285711,0.25,11.8422,1.69,0.0320568135542755,0.0359434652751077,118.380857963487,0.53179806470871,1.6,6991.709,7.03428571428571,0.3,-0.237621993,11.0,11.0,13.46,18437.45,0.3617,6.242099999999999,0.0083,1,THB,1,1,Energy,0,11.0,>10 yrs,0
2,2018,Brazil,6.78428571428571,6.73428571428571,5.344285714285711,0.25,11.8422,1.69,0.0320568135542755,0.0359434652751077,118.380857963487,0.53179806470871,1.6,6991.709,7.03428571428571,0.3,-0.237621993,11.0,11.0,13.46,18437.45,0.3617,6.242099999999999,0.0107,1,MYR,1,1,Energy,0,2.0,>10 yrs,0
3,2018,Mexico,6.25,6.2,4.59,0.25,3.771,1.91,0.0364249317639634,0.0264476945769952,60.2183479373178,0.600381433963776,1.8,9629.603,6.5,0.3,-0.459640145,9.0,9.0,13.16,20484.34,5.3539,18.1459,0.0542,1,USD,1,1,Utilities,1,5.0,>10 yrs,0
1,2021,South Africa,0.25,0.2,0.41,0.25,29.9972,0.09,0.0125512998442829,0.0176170694318026,164.075002469495,0.723730862140656,1.5,7237.318,0.5,0.3,-0.568726182,13.0,13.0,23.35,17911.83,2.3458,2.3597,0.0289,1,MYR,1,1,Utilities,0,19.0,0-5 yrs,0
3,2020,India,4.0,3.95,4.16,0.25,75.7077,0.09,0.0139099517940635,0.0158199289324172,54.5052902460469,0.594535946846008,-5.8,1915.552,4.25,0.3,-0.841136158,11.0,11.0,26.12,33481.0,11.442,17.954300000000003,0.72,1,MYR,1,1,Utilities,0,5.0,>10 yrs,1
2,2016,India,6.75,6.7,6.63,0.25,66.8909,0.37,0.0204505833262499,0.0130984527609766,49.1012254191341,0.434415280818939,8.3,1714.28,7.0,0.3,-0.960426509,11.0,11.0,14.2,22924.96,1.1506,8.5868,0.021,1,BRL,1,1,Utilities,0,14.0,>10 yrs,0
2,2018,South Africa,7.77,7.72,6.33,0.25,18.5901,1.69,0.0251452198867476,0.0217176247293641,33.6152178137641,0.340932697057724,2.0,9970.967,8.02,0.3,-0.673981011,14.0,14.0,13.46,18437.45,1.8863,2.091,0.1064,0,EUR,1,1,Energy,0,13.0,>10 yrs,0
1,2022,Turkey,10.98,10.93,11.15,0.25,5.53,0.08,0.0370331626020402,0.0303822134123125,70.6060973782971,0.654686987400055,3.0,9612.062,11.23,0.3,-0.3314659,9.0,9.0,33.32,22033.8,19.8313,22.582300000000004,0.0011,1,MYR,1,1,Consumer staples,0,3.0,5-10 yrs,0
3,2018,Brazil,6.5,6.45,4.84,0.25,67.79,1.91,0.0135742491981333,0.010281471134911,50.3381627463174,0.493920981884003,6.5,1974.378,6.75,0.3,-0.997705162,12.0,12.0,13.16,20484.34,6.607200000000001,15.223499999999998,0.2491,1,MYR,1,1,Utilities,0,12.0,>10 yrs,0
3,2018,Turkey,6.5,6.45,4.84,0.25,67.79,1.91,0.0135742491981333,0.010281471134911,50.3381627463174,0.493920981884003,6.5,1974.378,6.75,0.3,-0.997705162,12.0,12.0,13.16,20484.34,6.607200000000001,15.223499999999998,0.0072,1,ZAR,1,1,Energy,0,7.0,>10 yrs,0
4,2016,India,6.5,6.45,6.35,0.25,66.7138,0.4,0.0193739155575028,0.0111365615146764,49.1012254191341,0.434415280818939,8.3,1714.28,6.75,0.3,-0.960426509,11.0,11.0,14.07,30551.2,1.6697000000000002,9.643,0.1022,1,MYR,1,1,Energy,0,9.404124616059676,>10 yrs,1
2,2020,India,4.0,3.95,4.2,0.25,74.5482,0.05,0.0137645933858926,0.0152200632524951,54.5052902460469,0.594535946846008,-5.8,1915.552,4.25,0.3,-0.841136158,11.0,11.0,28.23,24050.38,10.392,17.125200000000003,0.0158,1,USD,1,1,Utilities,0,5.0,0-5 yrs,0
4,2020,Turkey,0.25,0.2,0.41,0.25,31.3724,0.09,0.012266037755908,0.015828082915464,160.110920105828,0.735169529914856,-6.1,7169.943,0.5,0.3,-0.578276575,13.0,13.0,20.77,24511.59,1.0868,2.3597,0.0244,0,INR,1,1,Materials,0,13.0,5-10 yrs,0
4,2021,India,8.65,8.6,8.82,0.25,5.279,0.08,0.0377362921476987,0.0362392286677463,68.805224677681,0.654686987400055,4.8,8269.709,8.9,0.3,-0.41969654,9.0,9.0,31.12,23117.64,18.0905,22.582300000000004,0.0113,1,IDR,1,1,Utilities,0,9.404124616059676,5-10 yrs,0
1,2022,Turkey,4.0,3.95,4.17,0.25,74.4075,0.08,0.0140129193136952,0.0121306076660386,50.1421581396974,0.582220196723938,7.0,2366.31,4.25,0.3,-0.568608165,11.0,11.0,33.32,22033.8,18.8116,24.5896,0.002,1,MYR,1,1,Consumer discretionary,1,7.0,>10 yrs,0
2,2022,India,0.25,0.2,0.1699999999999999,0.25,33.2439,0.33,0.0144701802003695,0.0147103497194925,156.313811335128,0.723730862140656,2.5,7072.755,0.5,0.3,-0.383099318,13.0,13.0,25.69,25434.66,5.379100000000001,3.0879000000000003,0.4868,1,INR,1,1,Utilities,1,2.0,0-5 yrs,0
1,2021,Malaysia,4.0,3.95,4.16,0.25,73.1106,0.09,0.0135031582284779,0.0150059573565524,50.1421581396974,0.582220196723938,9.7,2250.179,4.25,0.3,-0.691997945,11.0,11.0,23.35,17911.83,11.442,20.017900000000004,0.0071,0,INR,1,1,Utilities,0,4.0,>10 yrs,0
